title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short,genre,highrating,RatedR
Freeway II: Confessions of a Trickbaby,1999,90,2,4.6,666,14.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Freeze Frame,2004,99,2,5.8,189,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Frequency,2000,118,31,7.4,15317,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Frida,2002,123,12,7.5,8614,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Friday,1995,91,3.5,6.7,7020,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Friday After Next,2002,85,20,4.9,1659,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Friday Night Lights,2004,117,30,7,4290,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
From Dusk Till Dawn,1996,108,20,6.8,28473,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,1,0,0,0,0,Action,Yes,R_rated
From Justin to Kelly,2003,90,12,1.7,6517,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Frostbite,2005,83,2.4,2.8,201,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Full Clip,2004,95,0.5,4.1,72,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Full Frontal,2002,101,2,5,3056,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0,Comedy,No,R_rated
"Full Monty, The",1997,91,3.5,7.2,22115,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Galaxy Quest,1999,102,45,7.2,22341,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
"Game of Their Lives, The",2005,101,20,6.4,125,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,4.5,45.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Gangs of New York,2002,166,97,7.3,34808,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Garage Days,2002,106,6,5.6,597,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,No,R_rated
Garden State,2004,109,2.5,8.1,23814,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Garfield,2004,80,50,4.8,4775,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG,0,1,1,0,0,0,0,Animation,No,Not_R_rated
Gattaca,1997,101,36,7.6,26071,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"General's Daughter, The",1999,116,60,6.1,11128,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
George of the Jungle,1997,92,55,5.5,6430,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Gerry,2002,105,3.5,6,1944,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Get Carter,2000,104,40,4.7,4927,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,No,R_rated
Get Over It,2001,87,10,5.7,3561,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Get Shorty,1995,105,30.25,7,14825,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Get on the Bus,1996,120,2.4,6.6,1142,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Ghost World,2000,111,7,7.8,17976,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Ghost and the Darkness, The",1996,109,55,6.4,8360,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Ghosts of Mars,2001,98,28,4.6,6368,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Ghosts of the Abyss,2003,43,13,6.6,664,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG,0,0,0,0,1,0,0,Documentary,Yes,Not_R_rated
"Gift, The",2000,111,10,6.8,12440,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Gigli,2003,121,54,2.3,11285,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
Girl 6,1996,108,12,5,1453,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,No,R_rated
"Girl, Interrupted",1999,127,24,7,16362,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Gladiator,2000,155,103,8,92495,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Glitter,2001,104,22,2.1,5209,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,No,Not_R_rated
Global Heresy,2002,106,12,5.7,373,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Gloria,1999,108,30,4.9,1144,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Go,1999,103,6.5,7.4,20663,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Go Fish,1994,84,0.015,5.8,621,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,0,0,0,1,0,Romance,No,R_rated
Goat on Fire and Smiling Fish,1999,90,0.04,6.3,254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,0,0,1,0,Comedy,Yes,R_rated
God's Army,2000,108,0.3,6.4,354,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Gods and Generals,2003,209,56,5.7,3002,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,PG-13,1,0,0,1,0,0,0,Action,No,Not_R_rated
Gods and Monsters,1998,105,3.5,7.6,9020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Going Greek,2001,90,0.198,4.8,261,14.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Gojira ni-sen mireniamu,1999,99,1,5.6,1150,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,1,0,0,0,0,0,0,Action,No,Not_R_rated
"Golden Bowl, The",2000,130,15,6,1145,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
GoldenEye,1995,130,80,6.8,22991,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
Gone Fishin',1997,94,53,3.8,1884,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Gone in Sixty Seconds,2000,117,90,5.7,25400,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Gong fu,2004,99,20,7.9,5299,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,R,1,0,1,0,0,0,0,Action,Yes,R_rated
Good Boy!,2003,88,18,4.7,683,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,PG,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Good Burger,1997,103,9,4,1714,14.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Good Girl, The",2002,93,5,6.9,8254,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Good Will Hunting,1997,126,10,7.8,60858,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Gosford Park,2001,137,15,7.3,16831,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Grace of My Heart,1996,116,5,6.5,982,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Granny, The",1995,85,1,4.2,142,14.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
"Grave, The",1996,90,4,5.6,303,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Gravesend,1997,85,0.065,5,111,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
"Great White Hope, The",1970,103,6,6.9,369,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"Green Mile, The",1999,188,60,8.1,60142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Greenskeeper, The",2002,90,0.08,4.7,38,4.5,4.5,14.5,24.5,4.5,14.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Grey Owl,1999,118,30,5.7,629,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,No,Not_R_rated
"Grey Zone, The",2001,108,5,7.3,1553,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Groove,2000,86,0.5,6,1171,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Grosse Pointe Blank,1997,107,15,7.4,20400,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1,0,Comedy,Yes,R_rated
Grumpier Old Men,1995,101,25,6.2,3711,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
Guinevere,1999,104,2.6,6.3,804,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Gun Shy,2000,101,10,5.4,1701,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
"Guru, The",2002,94,11,5.9,3505,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
"Guy Thing, A",2003,101,20,5.3,2885,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Hairshirt,1998,89,0.065,4.2,242,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
Half Past Dead,2002,98,30,3.9,2099,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Hanging Up,2000,94,40,4.4,3129,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Happy Gilmore,1996,92,10,6.8,17746,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
"Happy, Texas",1999,98,1.7,6.4,3453,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Hard Ball,2001,109,21,6,3083,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Hard Rain,1998,97,70,5.5,6161,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,No,R_rated
Hardware,1990,93,1.5,5.2,1323,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Harold & Kumar Go to White Castle,2004,90,9,7.1,8376,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Harriet the Spy,1996,100,13,5.8,845,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Hart's War,2002,125,70,6.2,6368,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Harvard Man,2001,99,5.5,4.9,1157,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,1,0,Drama,No,R_rated
"Haunted Mansion, The",2003,87,90,5,3341,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Hav Plenty,1997,84,0.65,5.3,256,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
He Got Game,1998,137,25,6.6,4198,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Head Over Heels,2001,86,14,4.9,2632,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Heart of America,2003,87,3,6.1,204,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Heart of Me, The",2002,96,7,6.2,336,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,4.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Heartbreakers,2001,110,40,6.2,8037,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
Hearts in Atlantis,2001,101,31,6.7,6577,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Heat,1995,188,60,7.9,44588,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Heaven,2002,96,11,7.3,3857,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Heavenly Creatures,1994,108,5,7.7,11453,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Heavy Metal 2000,2000,88,15,5.1,1148,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,R,1,1,0,0,0,0,0,Action,No,R_rated
Hedwig and the Angry Inch,2001,93,6,7.7,6072,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Held Up,1999,89,8,4.6,555,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Helix... Loaded, The",2005,97,1,2.3,33,34.5,4.5,0,0,0,4.5,4.5,4.5,0,44.5,R,1,0,1,0,0,0,0,Action,No,R_rated
Hellboy,2004,132,66,6.7,15565,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
Henry V,1989,137,9,7.9,8241,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG-13,1,0,0,1,0,0,0,Action,Yes,Not_R_rated
Here on Earth,2000,93,15,4.8,2187,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,1,0,Drama,No,Not_R_rated
Hey Arnold! The Movie,2002,76,10,4.8,425,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,PG,0,1,1,0,0,0,0,Animation,No,Not_R_rated
Hidalgo,2004,136,78,6.6,7328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,1,0,0,1,0,0,0,Action,Yes,Not_R_rated
Hidden Agenda,2001,98,5,4.2,266,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Hidden Assassin,1995,89,11,4.4,245,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,No,R_rated
Hide and Seek,2005,101,30,5.2,3784,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Hideous Kinky,1998,98,12,6.1,1615,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
High Crimes,2002,115,42,6.1,6043,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
High Fidelity,2000,113,20,7.6,29704,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
High Strung,1991,93,0.3,6.2,391,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,PG,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Highlander,1986,116,16,7.1,18146,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
Highlander II: The Quickening,1991,92,30,3.4,9264,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Highlander III: The Sorcerer,1994,102,26,3.7,3388,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Highlander: Endgame,2000,101,15,4.4,3773,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
"Hillz, The",2004,91,0.1,3.1,80,44.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,1,0,0,0,Comedy,No,R_rated
HipHopBattle.com: Hip Hop 4 Life,2001,98,0.012,5.7,15,24.5,14.5,0,4.5,0,0,4.5,14.5,0,34.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
Hit and Runway,1999,108,1.2,6.7,189,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
"Hitchhiker's Guide to the Galaxy, The",2005,110,50,6.9,7644,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,PG,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Holes,2003,117,30,7.2,5235,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,PG,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
Hollywood Ending,2002,112,16,6.3,3673,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
Hollywood Homicide,2003,116,75,5.2,5312,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
Hollywood North,2003,89,7,5.7,114,4.5,4.5,4.5,14.5,4.5,24.5,24.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
"Hollywood Sign, The",2001,90,12,5.3,196,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Holy Man,1998,114,60,4.9,3497,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Home Fries,1998,91,15,4.9,2374,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
"Home at the End of the World, A",2004,96,6.5,6.5,1693,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Home on the Range,2004,76,110,5.4,1510,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,1,1,0,0,0,0,Animation,No,Not_R_rated
Hometown Legend,2002,108,2,4.6,186,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,24.5,PG,0,0,0,1,0,0,0,Drama,No,Not_R_rated
Honey,2003,94,17,3.9,3067,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,No,Not_R_rated
Hong faan kui,1996,91,7.5,6.5,4644,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,R,1,0,1,0,0,0,0,Action,Yes,R_rated
Hope Floats,1998,114,30,5.3,4382,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
"Horse Whisperer, The",1998,170,60,6.4,6744,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
"Hours, The",2002,114,25,7.6,16692,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"House of Mirth, The",2000,140,10,6.9,2167,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,PG,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
House of Sand and Fog,2003,126,16,7.8,8164,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"House of Yes, The",1997,85,1.5,6.5,2345,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
House of the Dead,2003,90,7,2.3,3921,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
"House on Turk Street, The",2002,103,12,5.5,1048,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
How Harry Became a Tree,2001,99,6,6.7,115,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
How High,2001,95,12,4.9,2916,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
How Stella Got Her Groove Back,1998,124,20,5,1475,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,1,0,Drama,No,R_rated
How the Grinch Stole Christmas,2000,104,123,5.7,12680,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
How to Deal,2003,102,16,5.5,1537,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
How to Kill Your Neighbor's Dog,2000,107,7.3,7,907,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
How to Lose a Guy in 10 Days,2003,116,50,6.1,9257,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
Hulk,2003,138,120,6.1,20710,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0,Action,Yes,Not_R_rated
Hurricane,1997,91,0.5,6.6,424,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Hurricane, The",1999,145,38,7.3,12445,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
